,sen,prob
1368,22,0.8325752
1369,23,0.8877344
1370,22,0.8325355
1371,23,0.8877297
1372,22,0.8325138
1373,23,0.8877217
1374,22,0.8324942
1375,23,0.88771456
1376,22,0.83245313
1377,23,0.88770545
1378,22,0.83239734
1379,23,0.8877001
1380,22,0.8323586
1381,23,0.8876938
1382,22,0.8323263
1383,23,0.8876852
1384,22,0.8322961
1385,23,0.8876775
1386,22,0.83227485
1387,23,0.8876679
1388,22,0.83224064
1389,23,0.8876588
1390,22,0.8322076
1391,23,0.8876529
1392,22,0.8321701
1393,23,0.88764346
1394,22,0.8321331
1395,23,0.88763595
1396,22,0.832107
1397,23,0.8876289
1398,22,0.83208746
1399,23,0.88762146
1400,22,0.8320144
1401,23,0.88760966
1402,22,0.8319334
1403,23,0.8876088
1404,22,0.8318962
1405,23,0.8876004
1406,22,0.8318653
1407,23,0.88758874
1408,22,0.8318401
1409,23,0.88757855
1410,22,0.83180255
1411,23,0.8875642
1412,22,0.8317596
1413,23,0.88755685
1414,22,0.83173543
1415,23,0.8875477
1416,22,0.8317188
1417,23,0.8875379
1418,22,0.83170867
1419,23,0.88752586
1420,22,0.8316862
1421,23,0.8875193
1422,22,0.8316622
1423,23,0.8875155
1424,22,0.8316364
1425,23,0.88750947
1426,22,0.8316123
1427,23,0.8875053
1428,22,0.83158726
1429,23,0.8874984
1430,22,0.8315567
1431,23,0.88749295
1432,22,0.8315159
1433,23,0.8874892
1434,22,0.8314756
1435,23,0.88748467
1436,22,0.8314488
1437,23,0.88747793
1438,22,0.8314249
1439,23,0.8874702
1440,22,0.8314067
1441,23,0.887463
1442,22,0.83139366
1443,23,0.8874551
1444,22,0.8313703
1445,23,0.8874481
1446,22,0.83132863
1447,23,0.8874411
1448,22,0.8312858
1449,23,0.88743716
1450,22,0.8312406
1451,23,0.8874305
1452,22,0.8311986
1453,23,0.8874258
1454,22,0.831173
1455,23,0.8874187
1456,22,0.83114296
1457,23,0.88740945
1458,22,0.83108836
1459,23,0.8873997
1460,22,0.83103687
1461,23,0.8873939
1462,22,0.8310017
1463,23,0.8873843
1464,22,0.8309704
1465,23,0.8873736
1466,22,0.8309468
1467,23,0.8873645
1468,22,0.83092505
1469,23,0.88735485
1470,22,0.83090794
1471,23,0.88734704
1472,22,0.83086914
1473,23,0.88733757
1474,22,0.8308278
1475,23,0.88733315
1476,22,0.8308008
1477,23,0.8873242
1478,22,0.8307738
1479,23,0.88731927
1480,22,0.8307469
1481,23,0.88730896
1482,22,0.83066523
1483,23,0.8873062
1484,22,0.83062196
1485,23,0.88730013
1486,22,0.8305951
1487,23,0.8872909
1488,22,0.8305715
1489,23,0.8872814
1490,22,0.83054996
1491,23,0.8872701
1492,22,0.8305313
1493,23,0.8872621
1494,22,0.8305161
1495,23,0.88725376
1496,22,0.83047515
1497,23,0.88724494
1498,22,0.83042836
1499,23,0.88724124
1500,22,0.8303757
1501,23,0.8872314
1502,22,0.83032256
1503,23,0.88722926
1504,22,0.83027864
1505,23,0.88722074
1506,22,0.8302275
1507,23,0.8872119
1508,22,0.8300923
1509,23,0.88719565
1510,22,0.8299542
1511,23,0.8871951
1512,22,0.82988775
1513,23,0.8871798
1514,22,0.8298199
1515,23,0.88715905
1516,22,0.82975286
1517,23,0.8871399
1518,22,0.8296893
1519,23,0.88711846
1520,22,0.8296409
1521,23,0.88710064
1522,22,0.82960975
1523,23,0.88708067
1524,22,0.8295771
1525,23,0.88706195
1526,6,0.29164982
1527,22,0.5608625
1528,22,0.77947587
1529,23,0.8584013
1530,22,0.7953484
1531,23,0.87128305
1532,22,0.8114304
1533,23,0.87073004
1534,18,0.6239416
1535,22,0.8147771
1536,23,0.7857364
1537,22,0.80271995
1538,23,0.8076152
1539,22,0.8117458
1540,23,0.80839413
1541,22,0.8155285
1542,23,0.81312746
1543,22,0.81725526
1544,23,0.8383769
1545,22,0.79901594
1546,23,0.8351625
1547,22,0.8203035
1548,23,0.8278019
1549,22,0.82099354
1550,23,0.83593553
1551,22,0.8199978
1552,23,0.8721714
1553,22,0.8037709
1554,23,0.8866147
1555,22,0.82653624
1556,23,0.8865099
1557,22,0.82628274
1558,23,0.88646626
1559,23,0.8103869
1560,1,0.5817221
1561,23,0.74317837
1562,1,0.6211692
1563,23,0.7214587
1564,23,0.7124313
1565,3,0.552673
1566,23,0.55714214
1567,1,0.48904806
1568,22,0.81799906
1569,23,0.70827127
1570,22,0.6950377
1571,23,0.7814992
1572,22,0.66347015
1573,23,0.78920394
1574,22,0.64207894
1575,23,0.8003496
1576,22,0.6259193
1577,23,0.82201105
1578,22,0.64036113
1579,23,0.8230776
1580,22,0.68487763
1581,23,0.84058523
1582,22,0.71247256
1583,23,0.8872778
1584,22,0.7429414
1585,23,0.8618374
1586,22,0.748065
1587,23,0.8860574
1588,22,0.82489306
1589,23,0.8860364
1590,22,0.8248332
1591,23,0.8860139
1592,22,0.8247838
1593,23,0.88598925
1594,22,0.82475
1595,23,0.885965
1596,22,0.8247244
1597,23,0.8859414
1598,22,0.8247049
1599,23,0.8859244
1600,6,0.27080095
1601,22,0.55807495
1602,22,0.7747207
1603,23,0.8578367
1604,22,0.7886355
1605,23,0.69179547
1606,23,0.7051319
1607,22,0.6536428
1608,23,0.80048215
1609,22,0.78816783
1610,23,0.8075908
1611,22,0.8029311
1612,23,0.80954134
1613,22,0.8035876
1614,23,0.8109124
1615,22,0.8006527
1616,23,0.8153444
1617,22,0.7996694
1618,23,0.8393281
1619,22,0.7802391
1620,23,0.8359041
1621,22,0.80145407
1622,23,0.8328631
1623,22,0.7942536
1624,23,0.86239743
1625,22,0.8240402
1626,23,0.8858006
1627,6,0.26851034
1628,22,0.5574825
1629,22,0.77401304
1630,23,0.85775596
1631,22,0.7876395
1632,23,0.8704444
1633,22,0.80527467
1634,23,0.869952
1635,22,0.8164391
1636,23,0.8695866
1637,22,0.8226587
1638,23,0.8693805
1639,22,0.82151157
1640,23,0.8697972
1641,22,0.8193514
1642,23,0.8716149
1643,22,0.8197173
1644,23,0.86844474
1645,22,0.8354345
1646,23,0.8205245
1647,22,0.79209566
1648,23,0.885676
1649,22,0.8235791
1650,23,0.88566846
1651,22,0.82356524
1652,23,0.88566023
1653,22,0.82354677
1654,23,0.8856548
1655,22,0.8235272
1656,23,0.8856505
1657,22,0.8235024
1658,23,0.8856462
1659,22,0.8234764
1660,23,0.88564235
1661,22,0.8234559
1662,23,0.8856382
1663,22,0.8234416
1664,23,0.88563305
1665,22,0.8234255
1666,23,0.8856285
1667,22,0.8234117
1668,23,0.88562393
1669,22,0.82336473
1670,23,0.8856193
1671,22,0.8233127
1672,23,0.8856176
1673,22,0.8232627
1674,23,0.8856121
1675,22,0.82321274
1676,23,0.8856078
1677,22,0.8231693
1678,23,0.8855999
1679,22,0.8231243
1680,23,0.8855925
1681,22,0.823091
1682,23,0.88558364
1683,22,0.82305956
1684,23,0.8855732
1685,22,0.8230241
1686,23,0.88556385
1687,6,0.2640104
1688,22,0.5570564
1689,23,0.8081894
1690,22,0.7429056
1691,23,0.8273897
1692,22,0.7843956
1693,23,0.82378316
1694,22,0.80152375
1695,23,0.8212058
1696,22,0.8079671
1697,23,0.82127506
1698,22,0.81049645
1699,23,0.8219129
1700,6,0.38197407
1701,22,0.5403522
1702,22,0.79595363
1703,23,0.80951285
1704,22,0.7753382
1705,23,0.8340426
1706,22,0.76513284
1707,23,0.85279745
1708,22,0.81534624
1709,23,0.86943763
1710,22,0.82159907
1711,23,0.86923224
1712,22,0.8204658
1713,23,0.8696357
1714,22,0.81828856
1715,23,0.8714483
1716,22,0.8185745
1717,23,0.8682927
1718,22,0.83431804
1719,23,0.82038635
1720,22,0.7906318
1721,23,0.8854459
1722,22,0.8224999
1723,23,0.8854397
1724,22,0.82248175
1725,23,0.8854342
1726,22,0.8224553
1727,23,0.88542736
1728,22,0.8224189
1729,23,0.8854221
1730,22,0.82236564
1731,23,0.8854196
1732,22,0.822312
1733,23,0.8854135
1734,22,0.8222671
1735,23,0.8854081
1736,22,0.82223636
1737,23,0.88539934
1738,22,0.8222112
1739,23,0.88539076
1740,22,0.82218796
1741,23,0.8853821
1742,22,0.82216436
1743,23,0.88537365
1744,22,0.8221458
1745,23,0.88536507
1746,22,0.82210404
1747,23,0.88535655
1748,22,0.8220539
1749,23,0.88535213
1750,22,0.8220069
1751,23,0.88534665
1752,22,0.82197744
1753,23,0.8853402
1754,22,0.8219443
1755,23,0.8853328
1756,22,0.8219139
1757,23,0.8853253
1758,22,0.82188237
1759,23,0.8853175
1760,22,0.8218501
1761,23,0.8853098
1762,22,0.821804
1763,23,0.88530076
1764,23,0.42912817
1765,18,0.5954439
1766,23,0.29049993
1767,18,0.62531376
1768,22,0.44192654
1769,23,0.5466821
1770,22,0.63443094
1771,23,0.75637525
1772,22,0.75717336
1773,23,0.83172417
1774,22,0.7839244
1775,23,0.8456934
1776,22,0.79136634
1777,23,0.8495622
1778,22,0.7917846
1779,23,0.46611676
1780,23,0.64795655
1781,18,0.6913979
1782,22,0.6921701
1783,23,0.7265064
1784,20,0.33690816
1785,18,0.6214521
1786,22,0.48990327
1787,23,0.5805349
1788,23,0.26084474
1789,22,0.5588355
1790,23,0.613331
1791,18,0.7864739
1792,20,0.25261605
1793,22,0.54381406
1794,23,0.4998987
1795,18,0.7587357
1796,20,0.29715735
1797,18,0.51178
1798,18,0.43990323
1799,20,0.29973122
1800,23,0.32835054
1801,20,0.3782504
1802,23,0.30233684
1803,20,0.4783161
1804,21,0.33513615
1805,20,0.45395765
1806,22,0.4481638
1807,23,0.34459165
1808,22,0.55282474
1809,23,0.45037928
1810,18,0.5133114
1811,20,0.42117998
1812,18,0.357974
1813,22,0.49150372
1814,23,0.44076982
1815,22,0.6786705
1816,23,0.6072816
1817,22,0.7175081
1818,23,0.7472953
1819,22,0.73596203
1820,23,0.8040324
1821,20,0.36161754
1822,18,0.6002222
1823,20,0.30565155
1824,18,0.52726185
1825,20,0.2757476
1826,18,0.46743432
1827,20,0.32385418
1828,18,0.38474467
1829,20,0.40241855
1830,18,0.33535305
1831,23,0.4558275
1832,1,0.6509043
1833,23,0.43070957
1834,3,0.4344639
1835,23,0.42903757
1836,3,0.6563366
1837,23,0.40632322
1838,3,0.7204076
1839,23,0.43892416
1840,3,0.58437276
1841,23,0.5442376
1842,3,0.33451474
1843,23,0.6690872
1844,23,0.3118929
1845,23,0.7748114
1846,23,0.43559533
1847,23,0.8206077
1848,23,0.6576812
1849,23,0.5950387
1850,23,0.8113279
1851,23,0.45909914
1852,23,0.7214689
1853,1,0.44797304
1854,23,0.6627491
1855,23,0.6698811
1856,23,0.7614321
1857,23,0.5923495
1858,23,0.6010621
1859,23,0.49685237
1860,23,0.42245182
1861,23,0.4149429
1862,23,0.63681173
1863,1,0.5170232
1864,23,0.56510323
1865,3,0.30744413
1866,23,0.51834685
1867,22,0.23935558
1868,23,0.61314815
1869,23,0.49688375
1870,23,0.45451033
1871,23,0.44219962
1872,23,0.41429946
1873,22,0.64463043
1874,23,0.30454585
1875,23,0.29677492
1876,22,0.7183754
1877,23,0.8992144
1878,22,0.78378016
1879,23,0.9256835
1880,22,0.7704716
1881,23,0.9249202
1882,22,0.69325817
1883,23,0.9476205
1884,22,0.7068645
1885,23,0.94383126
1886,22,0.62020457
1887,23,0.92758733
1888,23,0.49523598
1889,18,0.5627418
1890,23,0.31219962
1891,22,0.44664693
1892,23,0.7354323
1893,22,0.4744099
1894,23,0.78914917
1895,22,0.72801816
1896,23,0.80719936
1897,22,0.74585915
1898,23,0.8095655
1899,22,0.7490461
1900,23,0.81025946
1901,18,0.7334816
1902,22,0.7407447
1903,23,0.7841017
1904,22,0.72362673
1905,23,0.8362157
1906,23,0.3131991
1907,18,0.6775535
1908,23,0.26686773
1909,18,0.63956106
1910,23,0.2754522
1911,18,0.5954695
1912,23,0.24061327
1913,18,0.49318585
1914,20,0.2897193
1915,18,0.37844265
1916,20,0.3494309
1917,21,0.2771935
1918,20,0.41421613
1919,21,0.2847335
1920,20,0.49103603
1921,23,0.3718182
1922,23,0.3786565
1923,1,0.7436859
1924,23,0.20928134
1925,23,0.30422246
1926,3,0.5461351
1927,23,0.34253588
1928,3,0.68051285
1929,23,0.3929247
1930,3,0.5992308
1931,23,0.48439035
1932,3,0.33275655
1933,23,0.60673934
1934,23,0.32069874
1935,23,0.5992077
1936,23,0.5118186
1937,23,0.7333032
1938,23,0.708622
1939,23,0.774885
1940,23,0.69348633
1941,23,0.7466496
1942,23,0.6452073
1943,23,0.5825611
1944,23,0.5723619
1945,23,0.4917247
1946,23,0.47560576
1947,23,0.4120176
1948,23,0.36961016
1949,23,0.36556777
1950,23,0.2935946
1951,23,0.35189426
1952,23,0.31680286
1953,23,0.39779362
1954,23,0.36420333
1955,21,0.40879843
1956,20,0.54017985
1957,21,0.39364946
1958,20,0.5353911
1959,21,0.39184907
1960,20,0.5325528
1961,21,0.39127535
1962,20,0.5318063
1963,21,0.39110234
1964,20,0.53161925
1965,21,0.39095795
1966,20,0.5314455
1967,21,0.3908172
1968,20,0.53126067
1969,21,0.39067897
1970,20,0.5310581
1971,21,0.39052153
1972,20,0.5309001
1973,21,0.3904105
1974,20,0.5307924
1975,21,0.3903045
1976,20,0.53062886
1977,21,0.39018428
1978,20,0.5305022
1979,21,0.39006835
1980,20,0.53033924
1981,21,0.38991776
1982,20,0.5301739
1983,21,0.38978145
1984,20,0.5300209
1985,21,0.3896447
1986,20,0.52988416
1987,21,0.38953075
1988,20,0.529734
1989,21,0.3894081
1990,20,0.52961004
1991,21,0.3893014
1992,20,0.5294929
1993,21,0.38920447
1994,20,0.52938026
1995,21,0.38912278
1996,20,0.5292807
1997,21,0.38905004
1998,20,0.5291636
1999,21,0.3889576
2000,20,0.52903897
2001,21,0.38886088
2002,20,0.5288712
2003,21,0.3887041
2004,20,0.5287141
2005,21,0.3885665
2006,20,0.52852434
2007,21,0.38837978
2008,20,0.52838415
2009,21,0.3882546
2010,20,0.5282467
2011,21,0.38811293
2012,20,0.52806205
2013,21,0.38795716
2014,20,0.5279086
2015,21,0.3878211
2016,20,0.52761304
2017,21,0.3875362
2018,20,0.526697
2019,22,0.4820248
2020,23,0.44837233
2021,22,0.55184484
2022,23,0.49688864
2023,20,0.32159197
2024,18,0.48931083
2025,22,0.5329514
2026,23,0.44706377
2027,22,0.65837175
2028,23,0.6726652
2029,22,0.66007197
2030,23,0.73844683
2031,22,0.6658264
2032,23,0.76615566
2033,22,0.67474186
2034,23,0.7787081
2035,22,0.68577313
2036,23,0.79479724
2037,22,0.68180394
2038,23,0.8572667
2039,22,0.7178936
2040,23,0.8592154
2041,22,0.72964025
2042,23,0.8522538
2043,7,0.2597728
2044,22,0.50393474
2045,22,0.70293075
2046,23,0.8398886
2047,22,0.6826962
2048,23,0.85392183
2049,22,0.71344423
2050,23,0.8577474
2051,22,0.72942114
2052,23,0.8585752
2053,22,0.7356415
2054,23,0.8581151
2055,22,0.7356543
2056,23,0.85749346
2057,22,0.7309425
2058,23,0.85803336
2059,18,0.7297107
2060,23,0.53852093
2061,1,0.6372795
2062,23,0.60609627
2063,23,0.3297896
2064,18,0.75551313
2065,23,0.34913453
2066,18,0.7362164
2067,23,0.27871802
2068,23,0.52685416
2069,3,0.22533233
2070,23,0.55242187
2071,3,0.3379433
2072,23,0.5510585
2073,22,0.28923202
2074,23,0.5861062
2075,22,0.36440054
2076,23,0.7616426
2077,23,0.6750479
2078,23,0.75196725
2079,23,0.7845426
2080,23,0.6710413
2081,23,0.59084946
2082,23,0.39474025
2083,23,0.5183837
